zip,zone,delivery_rate,pickup_rate
48128,PD Livonia 2, $100.00 , $10.00 
48141,PD Livonia 2, $100.00 , $10.00 
48124,PD Livonia 2, $100.00 , $10.00 
48125,PD Livonia 2, $100.00 , $10.00 
48101,PD Livonia 2, $100.00 , $10.00 
48146,PD Livonia 2, $100.00 , $10.00 
48192,PD Livonia 2, $100.00 , $10.00 
48195,PD Livonia 2, $100.00 , $10.00 
48229,PD Livonia 2, $100.00 , $10.00 
48122,PD Livonia 2, $100.00 , $10.00 
48201,PD Livonia 2, $100.00 , $10.00 
48207,PD Livonia 2, $100.00 , $10.00 
48202,PD Livonia 2, $100.00 , $10.00 
48150,PD Livonia 3, $100.00 , $10.00 
48154,PD Livonia 3, $100.00 , $10.00 
48170,PD Livonia 3, $100.00 , $10.00 
48187,PD Livonia 3, $100.00 , $10.00 
48198,PD Livonia 3, $100.00 , $10.00 
48105,PD Livonia 3, $100.00 , $10.00 
48104,PD Livonia 3, $100.00 , $10.00 
48103,PD Livonia 3, $100.00 , $10.00 
48158,PD Livonia 3, $100.00 , $10.00 
49230,PD Livonia 3, $100.00 , $10.00 
49265,PD Livonia 3, $100.00 , $10.00 
49287,PD Livonia 3, $100.00 , $10.00 
49286,PD Livonia 3, $100.00 , $10.00 
49236,PD Livonia 3, $100.00 , $10.00 
48176,PD Livonia 3, $100.00 , $10.00 
48108,PD Livonia 3, $100.00 , $10.00 
49229,PD Livonia 3, $100.00 , $10.00 
49238,PD Livonia 3, $100.00 , $10.00 
48160,PD Livonia 1, $100.00 , $10.00 
48191,PD Livonia 1, $100.00 , $10.00 
48159,PD Livonia 1, $100.00 , $10.00 
48131,PD Livonia 1, $100.00 , $10.00 
49270,PD Livonia 1, $100.00 , $10.00 
48140,PD Livonia 1, $100.00 , $10.00 
48182,PD Livonia 1, $100.00 , $10.00 
48177,PD Livonia 1, $100.00 , $10.00 
48190,PD Livonia 1, $100.00 , $10.00 
48197,PD Livonia 3, $100.00 , $10.00 
48150,PD Livonia 4, $100.00 , $10.00 
48154,PD Livonia 4, $100.00 , $10.00 
48168,PD Livonia 4, $100.00 , $10.00 
48167,PD Livonia 4, $100.00 , $10.00 
48375,PD Livonia 4, $100.00 , $10.00 
48335,PD Livonia 4, $100.00 , $10.00 
48152,PD Livonia 4, $100.00 , $10.00 
48377,PD Livonia 4, $100.00 , $10.00 
48374,PD Livonia 4, $100.00 , $10.00 
48178,PD Livonia 4, $100.00 , $10.00 
48189,PD Livonia 4, $100.00 , $10.00 
48116,PD Livonia 4, $100.00 , $10.00 
48114,PD Livonia 4, $100.00 , $10.00 
48380,PD Livonia 4, $100.00 , $10.00 
48165,PD Livonia 4, $100.00 , $10.00 
48381,PD Livonia 4, $100.00 , $10.00 
48393,PD Livonia 4, $100.00 , $10.00 
48843,PD Livonia 4, $100.00 , $10.00 
48855,PD Livonia 4, $100.00 , $10.00 
48430,PD Livonia 4, $100.00 , $10.00 
48816,PD Livonia 4, $100.00 , $10.00 
48451,PD Livonia 4, $100.00 , $10.00 
48353,PD Livonia 4, $100.00 , $10.00 
48442,PD Livonia 4, $100.00 , $10.00 
48357,PD Livonia 4, $100.00 , $10.00 
48356,PD Livonia 4, $100.00 , $10.00 
48383,PD Livonia 4, $100.00 , $10.00 
48350,PD Livonia 4, $100.00 , $10.00 
48382,PD Livonia 4, $100.00 , $10.00 
48390,PD Livonia 4, $100.00 , $10.00 
48331,PD Livonia 4, $100.00 , $10.00 
48150,PD Livonia 5, $100.00 , $10.00 
48154,PD Livonia 5, $100.00 , $10.00 
48219,PD Livonia 5, $100.00 , $10.00 
48239,PD Livonia 5, $100.00 , $10.00 
48240,PD Livonia 5, $100.00 , $10.00 
48152,PD Livonia 5, $100.00 , $10.00 
48336,PD Livonia 5, $100.00 , $10.00 
48033,PD Livonia 5, $100.00 , $10.00 
48075,PD Livonia 5, $100.00 , $10.00 
48025,PD Livonia 5, $100.00 , $10.00 
48034,PD Livonia 5, $100.00 , $10.00 
48334,PD Livonia 5, $100.00 , $10.00 
48322,PD Livonia 5, $100.00 , $10.00 
48323,PD Livonia 5, $100.00 , $10.00 
48301,PD Livonia 5, $100.00 , $10.00 
48304,PD Livonia 5, $100.00 , $10.00 
48302,PD Livonia 5, $100.00 , $10.00 
48320,PD Livonia 5, $100.00 , $10.00 
48324,PD Livonia 5, $100.00 , $10.00 
48328,PD Livonia 5, $100.00 , $10.00 
48327,PD Livonia 5, $100.00 , $10.00 
48386,PD Livonia 5, $100.00 , $10.00 
48329,PD Livonia 5, $100.00 , $10.00 
48359,PD Livonia 5, $100.00 , $10.00 
48340,PD Livonia 5, $100.00 , $10.00 
48360,PD Livonia 5, $100.00 , $10.00 
48348,PD Livonia 5, $100.00 , $10.00 
48346,PD Livonia 5, $100.00 , $10.00 
48326,PD Livonia 5, $100.00 , $10.00 
48341,PD Livonia 5, $100.00 , $10.00 
48342,PD Livonia 5, $100.00 , $10.00 
48076,PD Livonia 5, $100.00 , $10.00 
48009,PD Livonia 5, $100.00 , $10.00 
48098,PD Livonia 5, $100.00 , $10.00 
48084,PD Livonia 5, $100.00 , $10.00 
48017,PD Livonia 5, $100.00 , $10.00 
48073,PD Livonia 5, $100.00 , $10.00 
48072,PD Livonia 5, $100.00 , $10.00 
48237,PD Livonia 5, $100.00 , $10.00 
48067,PD Livonia 5, $100.00 , $10.00 
48070,PD Livonia 5, $100.00 , $10.00 
48235,PD Livonia 5, $100.00 , $10.00 
48150,PD Livonia 6, $100.00 , $10.00 
48154,PD Livonia 6, $100.00 , $10.00 
48239,PD Livonia 6, $100.00 , $10.00 
48223,PD Livonia 6, $100.00 , $10.00 
48227,PD Livonia 6, $100.00 , $10.00 
48152,PD Livonia 6, $100.00 , $10.00 
48219,PD Livonia 6, $100.00 , $10.00 
48240,PD Livonia 6, $100.00 , $10.00 
48235,PD Livonia 6, $100.00 , $10.00 
48238,PD Livonia 6, $100.00 , $10.00 
48204,PD Livonia 6, $100.00 , $10.00 
48206,PD Livonia 6, $100.00 , $10.00 
48203,PD Livonia 6, $100.00 , $10.00 
48221,PD Livonia 6, $100.00 , $10.00 
48069,PD Livonia 6, $100.00 , $10.00 
48091,PD Livonia 6, $100.00 , $10.00 
48220,PD Livonia 6, $100.00 , $10.00 
48030,PD Livonia 6, $100.00 , $10.00 
48212,PD Livonia 6, $100.00 , $10.00 
48202,PD Livonia 6, $100.00 , $10.00 
48234,PD Livonia 6, $100.00 , $10.00 
48015,PD Livonia 6, $100.00 , $10.00 
48092,PD Livonia 6, $100.00 , $10.00 
48071,PD Livonia 6, $100.00 , $10.00 
48083,PD Livonia 6, $100.00 , $10.00 
48309,PD Livonia 6, $100.00 , $10.00 
48306,PD Livonia 6, $100.00 , $10.00 
48094,PD Livonia 6, $100.00 , $10.00 
48042,PD Livonia 6, $100.00 , $10.00 
48316,PD Livonia 6, $100.00 , $10.00 
48315,PD Livonia 6, $100.00 , $10.00 
48307,PD Livonia 6, $100.00 , $10.00 
48085,PD Livonia 6, $100.00 , $10.00 
48314,PD Livonia 6, $100.00 , $10.00 
48317,PD Livonia 6, $100.00 , $10.00 
48313,PD Livonia 6, $100.00 , $10.00 
48310,PD Livonia 6, $100.00 , $10.00 
48312,PD Livonia 6, $100.00 , $10.00 
48026,PD Livonia 6, $100.00 , $10.00 
48038,PD Livonia 6, $100.00 , $10.00 
48044,PD Livonia 6, $100.00 , $10.00 
48043,PD Livonia 6, $100.00 , $10.00 
48036,PD Livonia 6, $100.00 , $10.00 
48045,PD Livonia 6, $100.00 , $10.00 
48035,PD Livonia 6, $100.00 , $10.00 
48093,PD Livonia 6, $100.00 , $10.00 
48088,PD Livonia 6, $100.00 , $10.00 
48397,PD Livonia 6, $100.00 , $10.00 
48081,PD Livonia 6, $100.00 , $10.00 
48066,PD Livonia 6, $100.00 , $10.00 
48082,PD Livonia 6, $100.00 , $10.00 
48089,PD Livonia 6, $100.00 , $10.00 
48021,PD Livonia 6, $100.00 , $10.00 
48080,PD Livonia 6, $100.00 , $10.00 
48213,PD Livonia 2, $100.00 , $10.00 
48211,PD Livonia 2, $100.00 , $10.00 
48214,PD Livonia 2, $100.00 , $10.00 
48215,PD Livonia 2, $100.00 , $10.00 
48205,PD Livonia 2, $100.00 , $10.00 
48225,PD Livonia 2, $100.00 , $10.00 
48224,PD Livonia 2, $100.00 , $10.00 
48230,PD Livonia 2, $100.00 , $10.00 
48236,PD Livonia 2, $100.00 , $10.00 
48154,PD Livonia 1, $100.00 , $10.00 
48152,PD Livonia 1, $100.00 , $10.00 
48239,PD Livonia 1, $100.00 , $10.00 
48109,PD Livonia 3, $100.00 , $10.00 
48152,PD Livonia 3, $100.00 , $10.00 
48239,PD Livonia 4, $100.00 , $10.00 
48110,PD Livonia 1, $100.00 , $10.00 
48346,PD Clarkston 1, $100.00 , $10.00 
48348,PD Clarkston 1, $100.00 , $10.00 
48350,PD Clarkston 1, $100.00 , $10.00 
48442,PD Clarkston 1, $100.00 , $10.00 
48462,PD Clarkston 1, $100.00 , $10.00 
48438,PD Clarkston 1, $100.00 , $10.00 
48439,PD Clarkston 1, $100.00 , $10.00 
48473,PD Clarkston 1, $100.00 , $10.00 
48507,PD Clarkston 1, $100.00 , $10.00 
48529,PD Clarkston 1, $100.00 , $10.00 
48519,PD Clarkston 1, $100.00 , $10.00 
48509,PD Clarkston 1, $100.00 , $10.00 
48503,PD Clarkston 1, $100.00 , $10.00 
48532,PD Clarkston 1, $100.00 , $10.00 
48551,PD Clarkston 1, $100.00 , $10.00 
48554,PD Clarkston 1, $100.00 , $10.00 
48553,PD Clarkston 1, $100.00 , $10.00 
48504,PD Clarkston 1, $100.00 , $10.00 
48433,PD Clarkston 1, $100.00 , $10.00 
48505,PD Clarkston 1, $100.00 , $10.00 
48506,PD Clarkston 1, $100.00 , $10.00 
48502,PD Clarkston 1, $100.00 , $10.00 
48458,PD Clarkston 1, $100.00 , $10.00 
48457,PD Clarkston 1, $100.00 , $10.00 
48420,PD Clarkston 1, $100.00 , $10.00 
48415,PD Clarkston 1, $100.00 , $10.00 
48722,PD Clarkston 1, $100.00 , $10.00 
48734,PD Clarkston 1, $100.00 , $10.00 
48601,PD Clarkston 1, $100.00 , $10.00 
48708,PD Clarkston 1, $100.00 , $10.00 
48604,PD Clarkston 1, $100.00 , $10.00 
48706,PD Clarkston 1, $100.00 , $10.00 
48732,PD Clarkston 1, $100.00 , $10.00 
48710,PD Clarkston 1, $100.00 , $10.00 
48724,PD Clarkston 1, $100.00 , $10.00 
48350,PD Clarkston 2, $100.00 , $10.00 
48346,PD Clarkston 2, $100.00 , $10.00 
48348,PD Clarkston 2, $100.00 , $10.00 
48442,PD Clarkston 2, $100.00 , $10.00 
48462,PD Clarkston 2, $100.00 , $10.00 
48439,PD Clarkston 2, $100.00 , $10.00 
48438,PD Clarkston 2, $100.00 , $10.00 
48473,PD Clarkston 2, $100.00 , $10.00 
48507,PD Clarkston 2, $100.00 , $10.00 
48554,PD Clarkston 2, $100.00 , $10.00 
48411,PD Clarkston 2, $100.00 , $10.00 
48429,PD Clarkston 2, $100.00 , $10.00 
48449,PD Clarkston 2, $100.00 , $10.00 
48414,PD Clarkston 2, $100.00 , $10.00 
48418,PD Clarkston 2, $100.00 , $10.00 
48872,PD Clarkston 2, $100.00 , $10.00 
48857,PD Clarkston 2, $100.00 , $10.00 
48848,PD Clarkston 2, $100.00 , $10.00 
48823,PD Clarkston 2, $100.00 , $10.00 
48840,PD Clarkston 2, $100.00 , $10.00 
48808,PD Clarkston 2, $100.00 , $10.00 
48855,PD Clarkston 2, $100.00 , $10.00 
48816,PD Clarkston 2, $100.00 , $10.00 
48430,PD Clarkston 2, $100.00 , $10.00 
48451,PD Clarkston 2, $100.00 , $10.00 
48436,PD Clarkston 2, $100.00 , $10.00 
48824,PD Clarkston 2, $100.00 , $10.00 
48463,PD Clarkston 1, $100.00 , $10.00 
48746,PD Clarkston 1, $100.00 , $10.00 
48768,PD Clarkston 1, $100.00 , $10.00 
48757,PD Clarkston 1, $100.00 , $10.00 
48747,PD Clarkston 1, $100.00 , $10.00 
48733,PD Clarkston 1, $100.00 , $10.00 
48423,PD Clarkston 1, $100.00 , $10.00 
48446,PD Clarkston 1, $100.00 , $10.00 
48421,PD Clarkston 1, $100.00 , $10.00 
48346,PD Clarkston 3, $100.00 , $10.00 
48329,PD Clarkston 3, $100.00 , $10.00 
48348,PD Clarkston 3, $100.00 , $10.00 
48360,PD Clarkston 3, $100.00 , $10.00 
48340,PD Clarkston 3, $100.00 , $10.00 
48326,PD Clarkston 3, $100.00 , $10.00 
48359,PD Clarkston 3, $100.00 , $10.00 
48309,PD Clarkston 3, $100.00 , $10.00 
48307,PD Clarkston 3, $100.00 , $10.00 
48314,PD Clarkston 3, $100.00 , $10.00 
48085,PD Clarkston 3, $100.00 , $10.00 
48317,PD Clarkston 3, $100.00 , $10.00 
48315,PD Clarkston 3, $100.00 , $10.00 
48313,PD Clarkston 3, $100.00 , $10.00 
48044,PD Clarkston 3, $100.00 , $10.00 
48038,PD Clarkston 3, $100.00 , $10.00 
48043,PD Clarkston 3, $100.00 , $10.00 
48042,PD Clarkston 3, $100.00 , $10.00 
48036,PD Clarkston 3, $100.00 , $10.00 
48051,PD Clarkston 3, $100.00 , $10.00 
48047,PD Clarkston 3, $100.00 , $10.00 
48045,PD Clarkston 3, $100.00 , $10.00 
48064,PD Clarkston 3, $100.00 , $10.00 
48048,PD Clarkston 3, $100.00 , $10.00 
48023,PD Clarkston 3, $100.00 , $10.00 
48001,PD Clarkston 3, $100.00 , $10.00 
48028,PD Clarkston 3, $100.00 , $10.00 
48039,PD Clarkston 3, $100.00 , $10.00 
48054,PD Clarkston 3, $100.00 , $10.00 
48079,PD Clarkston 3, $100.00 , $10.00 
48063,PD Clarkston 3, $100.00 , $10.00 
48040,PD Clarkston 3, $100.00 , $10.00 
48074,PD Clarkston 3, $100.00 , $10.00 
48060,PD Clarkston 3, $100.00 , $10.00 
48316,PD Clarkston 3, $100.00 , $10.00 
48094,PD Clarkston 3, $100.00 , $10.00 
48096,PD Clarkston 3, $100.00 , $10.00 
48306,PD Clarkston 3, $100.00 , $10.00 
48346,PD Clarkston 4, $100.00 , $10.00 
48329,PD Clarkston 4, $100.00 , $10.00 
48383,PD Clarkston 4, $100.00 , $10.00 
48386,PD Clarkston 4, $100.00 , $10.00 
48327,PD Clarkston 4, $100.00 , $10.00 
48328,PD Clarkston 4, $100.00 , $10.00 
48342,PD Clarkston 4, $100.00 , $10.00 
48341,PD Clarkston 4, $100.00 , $10.00 
48340,PD Clarkston 4, $100.00 , $10.00 
48359,PD Clarkston 4, $100.00 , $10.00 
48326,PD Clarkston 4, $100.00 , $10.00 
48348,PD Clarkston 4, $100.00 , $10.00 
48360,PD Clarkston 4, $100.00 , $10.00 
48362,PD Clarkston 4, $100.00 , $10.00 
48363,PD Clarkston 4, $100.00 , $10.00 
48095,PD Clarkston 4, $100.00 , $10.00 
48065,PD Clarkston 4, $100.00 , $10.00 
48367,PD Clarkston 4, $100.00 , $10.00 
48370,PD Clarkston 4, $100.00 , $10.00 
48371,PD Clarkston 4, $100.00 , $10.00 
48455,PD Clarkston 4, $100.00 , $10.00 
48003,PD Clarkston 4, $100.00 , $10.00 
48428,PD Clarkston 4, $100.00 , $10.00 
48444,PD Clarkston 4, $100.00 , $10.00 
48412,PD Clarkston 4, $100.00 , $10.00 
48440,PD Clarkston 4, $100.00 , $10.00 
48437,PD Clarkston 1, $100.00 , $10.00 
48346,PD Clarkston 5, $100.00 , $10.00 
48327,PD Clarkston 5, $100.00 , $10.00 
48329,PD Clarkston 5, $100.00 , $10.00 
48328,PD Clarkston 5, $100.00 , $10.00 
48386,PD Clarkston 5, $100.00 , $10.00 
48324,PD Clarkston 5, $100.00 , $10.00 
48382,PD Clarkston 5, $100.00 , $10.00 
48390,PD Clarkston 5, $100.00 , $10.00 
48322,PD Clarkston 5, $100.00 , $10.00 
48323,PD Clarkston 5, $100.00 , $10.00 
48331,PD Clarkston 5, $100.00 , $10.00 
48377,PD Clarkston 5, $100.00 , $10.00 
48375,PD Clarkston 5, $100.00 , $10.00 
48168,PD Clarkston 5, $100.00 , $10.00 
48167,PD Clarkston 5, $100.00 , $10.00 
48152,PD Clarkston 5, $100.00 , $10.00 
48335,PD Clarkston 5, $100.00 , $10.00 
48154,PD Clarkston 5, $100.00 , $10.00 
48170,PD Clarkston 5, $100.00 , $10.00 
48187,PD Clarkston 5, $100.00 , $10.00 
48111,PD Clarkston 5, $100.00 , $10.00 
48188,PD Clarkston 5, $100.00 , $10.00 
48117,PD Clarkston 5, $100.00 , $10.00 
48162,PD Clarkston 5, $100.00 , $10.00 
48161,PD Clarkston 5, $100.00 , $10.00 
48159,PD Clarkston 5, $100.00 , $10.00 
48166,PD Clarkston 5, $100.00 , $10.00 
48164,PD Clarkston 5, $100.00 , $10.00 
48174,PD Clarkston 5, $100.00 , $10.00 
48134,PD Clarkston 5, $100.00 , $10.00 
48179,PD Clarkston 5, $100.00 , $10.00 
48183,PD Clarkston 5, $100.00 , $10.00 
48173,PD Clarkston 5, $100.00 , $10.00 
48180,PD Clarkston 5, $100.00 , $10.00 
48195,PD Clarkston 5, $100.00 , $10.00 
48193,PD Clarkston 5, $100.00 , $10.00 
48192,PD Clarkston 5, $100.00 , $10.00 
48242,PD Clarkston 5, $100.00 , $10.00 
48184,PD Clarkston 5, $100.00 , $10.00 
48150,PD Clarkston 5, $100.00 , $10.00 
48135,PD Clarkston 5, $100.00 , $10.00 
48185,PD Clarkston 5, $100.00 , $10.00 
48186,PD Clarkston 5, $100.00 , $10.00 
48141,PD Clarkston 5, $100.00 , $10.00 
48239,PD Clarkston 5, $100.00 , $10.00 
48127,PD Clarkston 5, $100.00 , $10.00 
48124,PD Clarkston 5, $100.00 , $10.00 
48128,PD Clarkston 5, $100.00 , $10.00 
48125,PD Clarkston 5, $100.00 , $10.00 
48146,PD Clarkston 5, $100.00 , $10.00 
48329,PD Clarkston 6, $100.00 , $10.00 
48346,PD Clarkston 6, $100.00 , $10.00 
48340,PD Clarkston 6, $100.00 , $10.00 
48326,PD Clarkston 6, $100.00 , $10.00 
48359,PD Clarkston 6, $100.00 , $10.00 
48348,PD Clarkston 6, $100.00 , $10.00 
48342,PD Clarkston 6, $100.00 , $10.00 
48304,PD Clarkston 6, $100.00 , $10.00 
48309,PD Clarkston 6, $100.00 , $10.00 
48098,PD Clarkston 6, $100.00 , $10.00 
48302,PD Clarkston 6, $100.00 , $10.00 
48301,PD Clarkston 6, $100.00 , $10.00 
48033,PD Clarkston 6, $100.00 , $10.00 
48336,PD Clarkston 6, $100.00 , $10.00 
48025,PD Clarkston 6, $100.00 , $10.00 
48076,PD Clarkston 6, $100.00 , $10.00 
48334,PD Clarkston 6, $100.00 , $10.00 
48034,PD Clarkston 6, $100.00 , $10.00 
48219,PD Clarkston 6, $100.00 , $10.00 
48240,PD Clarkston 6, $100.00 , $10.00 
48227,PD Clarkston 6, $100.00 , $10.00 
48223,PD Clarkston 6, $100.00 , $10.00 
48126,PD Clarkston 6, $100.00 , $10.00 
48228,PD Clarkston 6, $100.00 , $10.00 
48120,PD Clarkston 6, $100.00 , $10.00 
48218,PD Clarkston 6, $100.00 , $10.00 
48122,PD Clarkston 6, $100.00 , $10.00 
48229,PD Clarkston 6, $100.00 , $10.00 
48217,PD Clarkston 6, $100.00 , $10.00 
48209,PD Clarkston 6, $100.00 , $10.00 
48202,PD Clarkston 6, $100.00 , $10.00 
48201,PD Clarkston 6, $100.00 , $10.00 
48084,PD Clarkston 6, $100.00 , $10.00 
48009,PD Clarkston 6, $100.00 , $10.00 
48073,PD Clarkston 6, $100.00 , $10.00 
48072,PD Clarkston 6, $100.00 , $10.00 
48075,PD Clarkston 6, $100.00 , $10.00 
48237,PD Clarkston 6, $100.00 , $10.00 
48235,PD Clarkston 6, $100.00 , $10.00 
48206,PD Clarkston 6, $100.00 , $10.00 
48204,PD Clarkston 6, $100.00 , $10.00 
48208,PD Clarkston 6, $100.00 , $10.00 
48210,PD Clarkston 6, $100.00 , $10.00 
48216,PD Clarkston 6, $100.00 , $10.00 
48214,PD Clarkston 6, $100.00 , $10.00 
48207,PD Clarkston 6, $100.00 , $10.00 
48215,PD Clarkston 6, $100.00 , $10.00 
48224,PD Clarkston 6, $100.00 , $10.00 
48230,PD Clarkston 6, $100.00 , $10.00 
48236,PD Clarkston 6, $100.00 , $10.00 
48081,PD Clarkston 6, $100.00 , $10.00 
48066,PD Clarkston 6, $100.00 , $10.00 
48035,PD Clarkston 6, $100.00 , $10.00 
48082,PD Clarkston 6, $100.00 , $10.00 
48080,PD Clarkston 6, $100.00 , $10.00 
48089,PD Clarkston 6, $100.00 , $10.00 
48021,PD Clarkston 6, $100.00 , $10.00 
48205,PD Clarkston 6, $100.00 , $10.00 
48225,PD Clarkston 6, $100.00 , $10.00 
48234,PD Clarkston 6, $100.00 , $10.00 
48213,PD Clarkston 6, $100.00 , $10.00 
48212,PD Clarkston 6, $100.00 , $10.00 
48211,PD Clarkston 6, $100.00 , $10.00 
48203,PD Clarkston 6, $100.00 , $10.00 
48221,PD Clarkston 6, $100.00 , $10.00 
48071,PD Clarkston 6, $100.00 , $10.00 
48238,PD Clarkston 6, $100.00 , $10.00 
48067,PD Clarkston 6, $100.00 , $10.00 
48220,PD Clarkston 6, $100.00 , $10.00 
48070,PD Clarkston 6, $100.00 , $10.00 
48091,PD Clarkston 6, $100.00 , $10.00 
48030,PD Clarkston 6, $100.00 , $10.00 
48069,PD Clarkston 6, $100.00 , $10.00 
48017,PD Clarkston 6, $100.00 , $10.00 
48310,PD Clarkston 6, $100.00 , $10.00 
48083,PD Clarkston 6, $100.00 , $10.00 
48092,PD Clarkston 6, $100.00 , $10.00 
48015,PD Clarkston 6, $100.00 , $10.00 
48093,PD Clarkston 6, $100.00 , $10.00 
48397,PD Clarkston 6, $100.00 , $10.00 
48312,PD Clarkston 6, $100.00 , $10.00 
48026,PD Clarkston 6, $100.00 , $10.00 
48088,PD Clarkston 6, $100.00 , $10.00 
48346,PD Clarkston 7, $100.00 , $10.00 
48329,PD Clarkston 7, $100.00 , $10.00 
48386,PD Clarkston 7, $100.00 , $10.00 
48327,PD Clarkston 7, $100.00 , $10.00 
48328,PD Clarkston 7, $100.00 , $10.00 
48383,PD Clarkston 7, $100.00 , $10.00 
48356,PD Clarkston 7, $100.00 , $10.00 
48353,PD Clarkston 7, $100.00 , $10.00 
48357,PD Clarkston 7, $100.00 , $10.00 
48381,PD Clarkston 7, $100.00 , $10.00 
48380,PD Clarkston 7, $100.00 , $10.00 
48114,PD Clarkston 7, $100.00 , $10.00 
48843,PD Clarkston 7, $100.00 , $10.00 
48116,PD Clarkston 7, $100.00 , $10.00 
48178,PD Clarkston 7, $100.00 , $10.00 
48105,PD Clarkston 7, $100.00 , $10.00 
48393,PD Clarkston 7, $100.00 , $10.00 
48165,PD Clarkston 7, $100.00 , $10.00 
48374,PD Clarkston 7, $100.00 , $10.00 
48169,PD Clarkston 7, $100.00 , $10.00 
48189,PD Clarkston 7, $100.00 , $10.00 
48139,PD Clarkston 7, $100.00 , $10.00 
48130,PD Clarkston 7, $100.00 , $10.00 
48103,PD Clarkston 7, $100.00 , $10.00 
48104,PD Clarkston 7, $100.00 , $10.00 
48198,PD Clarkston 7, $100.00 , $10.00 
48118,PD Clarkston 7, $100.00 , $10.00 
49240,PD Clarkston 7, $100.00 , $10.00 
48109,PD Clarkston 7, $100.00 , $10.00 
48101,PD Clarkston 5, $100.00 , $10.00 
48160,PD Clarkston 5, $100.00 , $10.00 
48191,PD Clarkston 5, $100.00 , $10.00 
48190,PD Clarkston 5, $100.00 , $10.00 
48197,PD Clarkston 5, $100.00 , $10.00 
48108,PD Clarkston 5, $100.00 , $10.00 
48176,PD Clarkston 5, $100.00 , $10.00 
48411,PD Clarkston 1, $100.00 , $10.00 
48375,PD Farmington Hills 1, $100.00 , $10.00 
48377,PD Farmington Hills 1, $100.00 , $10.00 
48374,PD Farmington Hills 1, $100.00 , $10.00 
48393,PD Farmington Hills 1, $100.00 , $10.00 
48165,PD Farmington Hills 1, $100.00 , $10.00 
48380,PD Farmington Hills 1, $100.00 , $10.00 
48381,PD Farmington Hills 1, $100.00 , $10.00 
48114,PD Farmington Hills 1, $100.00 , $10.00 
48116,PD Farmington Hills 1, $100.00 , $10.00 
48843,PD Farmington Hills 1, $100.00 , $10.00 
48836,PD Farmington Hills 1, $100.00 , $10.00 
48895,PD Farmington Hills 1, $100.00 , $10.00 
48864,PD Farmington Hills 1, $100.00 , $10.00 
48823,PD Farmington Hills 1, $100.00 , $10.00 
48906,PD Farmington Hills 1, $100.00 , $10.00 
48820,PD Farmington Hills 1, $100.00 , $10.00 
48808,PD Farmington Hills 1, $100.00 , $10.00 
48824,PD Farmington Hills 1, $100.00 , $10.00 
48854,PD Farmington Hills 1, $100.00 , $10.00 
48911,PD Farmington Hills 1, $100.00 , $10.00 
48910,PD Farmington Hills 1, $100.00 , $10.00 
48912,PD Farmington Hills 1, $100.00 , $10.00 
48917,PD Farmington Hills 1, $100.00 , $10.00 
48915,PD Farmington Hills 1, $100.00 , $10.00 
48842,PD Farmington Hills 1, $100.00 , $10.00 
48933,PD Farmington Hills 1, $100.00 , $10.00 
48819,PD Farmington Hills 1, $100.00 , $10.00 
48892,PD Farmington Hills 1, $100.00 , $10.00 
48855,PD Farmington Hills 1, $100.00 , $10.00 
48137,PD Farmington Hills 1, $100.00 , $10.00 
48169,PD Farmington Hills 1, $100.00 , $10.00 
48118,PD Farmington Hills 1, $100.00 , $10.00 
48189,PD Farmington Hills 1, $100.00 , $10.00 
48139,PD Farmington Hills 1, $100.00 , $10.00 
48130,PD Farmington Hills 1, $100.00 , $10.00 
48178,PD Farmington Hills 1, $100.00 , $10.00 
48375,PD Farmington Hills 2, $100.00 , $10.00 
48167,PD Farmington Hills 2, $100.00 , $10.00 
48170,PD Farmington Hills 2, $100.00 , $10.00 
48168,PD Farmington Hills 2, $100.00 , $10.00 
48105,PD Farmington Hills 2, $100.00 , $10.00 
48103,PD Farmington Hills 2, $100.00 , $10.00 
48104,PD Farmington Hills 2, $100.00 , $10.00 
48109,PD Farmington Hills 2, $100.00 , $10.00 
48108,PD Farmington Hills 2, $100.00 , $10.00 
48176,PD Farmington Hills 2, $100.00 , $10.00 
48158,PD Farmington Hills 2, $100.00 , $10.00 
48160,PD Farmington Hills 2, $100.00 , $10.00 
48197,PD Farmington Hills 2, $100.00 , $10.00 
48198,PD Farmington Hills 2, $100.00 , $10.00 
48191,PD Farmington Hills 2, $100.00 , $10.00 
48190,PD Farmington Hills 2, $100.00 , $10.00 
48335,PD Farmington Hills 3, $100.00 , $10.00 
48167,PD Farmington Hills 3, $100.00 , $10.00 
48152,PD Farmington Hills 3, $100.00 , $10.00 
48154,PD Farmington Hills 3, $100.00 , $10.00 
48150,PD Farmington Hills 3, $100.00 , $10.00 
48185,PD Farmington Hills 3, $100.00 , $10.00 
48187,PD Farmington Hills 3, $100.00 , $10.00 
48188,PD Farmington Hills 3, $100.00 , $10.00 
48164,PD Farmington Hills 3, $100.00 , $10.00 
48117,PD Farmington Hills 3, $100.00 , $10.00 
48159,PD Farmington Hills 3, $100.00 , $10.00 
48162,PD Farmington Hills 3, $100.00 , $10.00 
48161,PD Farmington Hills 3, $100.00 , $10.00 
48140,PD Farmington Hills 3, $100.00 , $10.00 
48131,PD Farmington Hills 3, $100.00 , $10.00 
48166,PD Farmington Hills 3, $100.00 , $10.00 
48179,PD Farmington Hills 3, $100.00 , $10.00 
48111,PD Farmington Hills 3, $100.00 , $10.00 
